words,GT
"Developing Sustainable Communities TCFD, CDSB & SASB Disclosures Assurance Statements GRI Content Index Glossary GRI 2-5 ISO REASONABLE ASSURANCE STATEMENT LRQAs Opinion Based on LRQAs approach, the total direct GHG emissions and energy indirect GHG emissions and other indirect GHG emissions arising from construction main contractors' activities (fuel used in power generators and heavy vehicles, purchased electricity, electricity upstream emissions and transmission losses and water usage) for property development operations, electricity upstream emissions, distribution and transmission losses, local and international courier services, employee commute, overseas business travel (excluding the influence of radiative forcing) and overseas hotel accommodations, water supply and water treatment for corporate office and asset management operations, as disclosed in the GHG report and as summarized in Table 1 below, are materially correct, and that the GHG Report has been prepared in conformance with ISO -1:2006.",1
This Assurance Statement is only valid when published with the GHG Report to which it refers.,0
"If reporting an intensity ratio for other indirect (Scope 3) GHG emissions, report this intensity ratio separately from the intensity ratios for direct (Scope 1) and energy indirect (Scope 2) emissions.",1
"TCFD, CDSB & SASB Disclosures Assurance Statements GRI Content Index Glossary GRI 2-5 5.",0
"TCFD, CDSB & SASB Disclosures Assurance Statements GRI Content Index Glossary GRI 2-5 Critical Material Issues 8.",0
"TCFD, CDSB & SASB Disclosures Assurance Statements GRI Content Index Glossary GRI 2-5 Moderate Material Issues 12.",0
"O R T 2 0 2 2 TCFD, CDSB & SASB Disclosures Assurance Statements GRI Content Index Glossary GRI 2-5 Observations and areas for improvement Our observations and areas for improvement will be raised in an internal report to CDLs Management.",0
"TCFD, CDSB & SASB Disclosures Assurance Statements GRI Content Index Glossary GRI 2-5 Requirements REQ-10 Restatements REQ-11 Conformance REQ-12 Assurance Disclosures under shall requirements Disclosures shall report and explain any prior year restatements.",0
"Recommendations CDLs disclosures in relation to the TCFD Recommendations, as presented in CDLs 2022 Integrated Sustainability Report which excludes the assumptions and approach supporting CDLs scenario analysis and portfolio analysis.",0
"TCFD, CDSB & SASB Disclosures Assurance Statements GRI Content Index Glossary GRI 2-5 Criteria applied by CDL In preparing the report, CDL applied the CDSB Framework and TCFD Recommendations (Criteria).",0
"TCFD, CDSB & SASB Disclosures Assurance Statements GRI Content Index Glossary GRI 2-5 procedures relating to checking aggregation or calculation of data within IT systems.",0
The report also references the United Nations (UN) Sustainable Development Goals and the Manager is taking steps to integrate the recommendations of the Task Force on Climate-related Financial Disclosures (TCFD) in its reporting.,0
Ambitious ESG targets have been set which include carbon emissions reduction targets validated by the Science Based Targets initiative (SBTi).,1
"In November 2020, CapitaLand had its emissions reduction targets approved by the Science-based Targets initiative (SBTi) for a well-below 2C scenario.",1
TCFD CICT TASKFORCE FOR CLIMATE-RELATED FINANCIAL DISCLOSURE (TCFD) REPORT CICT is making a progress update of its climate-related disclosure in line with Taskforce for Climate-related Financial Disclosure (TCFD).,1
"CICTs sponsor and substantial unitholder, CapitaLand Investment (CLI) had started to align its climate related disclosures with TCFD recommendations in the four key areas of governance, strategy, risk management and metric and targets since 2017 and further declared its support for TCFD and its recommendations in 2019.",1
"As such, CICT is closely referring to CLIs reporting where applicable and is committed to continue adopting TCFD recommendations.",0
"TCFD Through the implementation of the Groups Sustainable Building Guidelines (SBG), the aim is to identify and address the risks and opportunities of climate change right from the design stage.",0
"TCFD that will targets strengthen Singapores commitments under the United Nations 2030 Sustainable Development Agenda and Paris Agreement, and position Singapore to achieve her long-term net zero emissions aspiration as soon as viable, are also monitored by CICT as they affect the day-to-day operations and practices of the Trust.",0
"TCFD Metrics and Targets At the Group level, CLI has tracked and reduced the carbon emissions of its managed and owned operational properties, including those of CICT, via its cloud-based Environmental Tracking System.",0
"Since 2010, CapitaLand has been disclosing scope 1, 2 and 3 GHG emissions of its global portfolio and the data has been externally assured.",1
"To calculate its carbon emissions, CICT takes guidance from the operational control approach as defined by the GHG Protocol Corporate Standard, in line with the Group.",1
Our footprint is calculated in accordance with the Greenhouse Gas (GHG) Protocol4.,1
Completed property asset plans will roll up to a national portfolio greenhouse gas reduction action plan modeled to achieve FCR SBTi 2030 target and and long-term net-zero target.,1
"Develop a multi-year plan to align our disclosures with the Task Force on Climate-related Financial Disclosures (TCFD) recommendations, striving to be ahead of any mandatory requirements.",1
Create Climate Risk & Opportunities Action Plan based on outcomes of the TCFD Working Group.,0
The Statement has been prepared with reference to the recommendations of the Task Force on Climate-related FinancialDisclosures (TCFD).,1
This is GPTs third Climate Disclosure Statement prepared in alignment with the recommendations of the Task Force on Climate-related Financial Disclosures (TCFD).,1
Directors have participated in climate risk training incorporating the TCFD framework.,1
"TCFD was established in 2015 by the FSB to improve and increase reporting of climate-related financial information, and the first recommendations was released in 2017.",0
"GHG Protocol establishes comprehensive global standardised frameworks to measure and manage GHG emissions from private and public sector operations, value chains and mitigation actions.",1
"The GHG Protocol works with governments, industry associations, NGOs, businesses and other organisations.",0
"The TCFD was established by the Financial Stability Board to develop recommendations for more effective climate-related disclosures that could promote more informed investment, credit, and insurance underwriting decisions and, in turn, enable stakeholders understanding of the concentrations of carbon-related assets in the financial sector and the financial systems exposures to climate-related risks.",0
We have formalised TCFD reporting We embraced the TCFD recommendations in 2018 before they became mandatory and apprised our Board of our climate risks.,1
"In 2021, as the TCFD recommendations and recommended disclosures became mandatory, we published a new Managing Climate Risks report.",1
"We also developed bespoke TCFD training for Executive and Non-executive Board members in 2021, strengthening their understanding of climate risk disclosure and our approach to climate risk.",0
"Key activities in 2021 to further our compliance included TCFD training for Board and GEC members, and climate scenario analysis work presented to the GEC.",0
Our Managing Climate Risk Report includes our updated TCFD progress.,0
"Climate Risk Since 2019 we have been responding to the Task Force for Climate-related Disclosures (TCFD) recommendations, outlining how we will identify, manage and respond to climate risks.",0
"In 2021 we worked with Deloitte to identify key risks and opportunities group wide through climate scenario planning, and trained both Executive and Non-executive board members on TCFD expectations and requirements.",1
"We seek to: Minimise operational Greenhouse Gas (GHG) emissions with respect to heating and cooling systems, implementing a combination of highly efficient air source and water to water heat pumps; resulting in zero fossil fuel consumption anywhere on site.",0
In 2021 we engaged an external expert to support us with a three stage process: We outline our approach to managing risk and look at our response to the recommendations of the Task Force for Climate-related Disclosures (TCFD) in Managing Climate high level climate scenario narratives created.,1
"Climate-related regulation in relation to Hammersons existing portfolio results in significantly higher costs Response As outlined here, we responded to the TCFD recommendations early and have already built capabilities across the business and in our boards that is needed to respond to growing climate-related regulation.",1
"The training aimed to build understanding of the new requirements to disclose climate-related financial information, particularly around the Task Force for Climate-related Disclosures (TCFD) recommendations.",0
"Mandatory GHG reporting In 2021 we issued a Sustainability Linked Bond, linking two sustainability KPIs to how we raise finance for the business.",0
REPORTING ON RISK MANAGEMENT We support the recommendations of the Taskforce for Climate-related Financial Disclosures (TCFD) and our response to the recommendations can be found in our Managing Climate Risk report.,1
GHG emissions Greenhouse Gas emissions Emissions of those gases that contribute to the greenhouse effect.,0
Task Force for Climate Related Financial Disclosures (TCFD) Voluntary climate-related financial disclosures developed by the Financial Stability Board.,0
CSR & INNOVATION Promoting low-carbon living Promoting innovation SBTi approval for Icades low-carbon pathway.,0
These new commitments aim to comply with the new Net-Zero Standard developed by the international Science Based Targets initiative (SBTi).,1
"Measuring the carbon footprint To ensure climate action transparency, Icade follows the Recommendations of the Task Force on Climate-related Financial Disclosures (TCFD).",1
"Renewable energy: to comply with the GHG Protocol, Icade does not deduct its CO2 emissions avoided by buying green certificates (which guarantee the purchase of renewable electricity) from the calculation of the Office Property Investment Divisions overall carbon intensity.",1
The Task Force on Climate-related Financial Disclosures (TCFD) is a framework developed to support companies disclosure of their climate-related risks and opportunities.,0
Klpierre has been responding to the TCFD framework since 2020.,1
"Since 2020, Klpierre has published its sustainability data in line with the Real Estate Sustainability Accounting Standards defined by SASB (Sustainability Accounting Standards Board).",1
"Emissions from upstream leasing are not included in the Scope 3 calculations, but they represent a non-material share of Klpierres global GHG emissions (assets for which Klepierre is a tenant).",1
"GHG emissions are calculated using a survey on visitor travel habits (to and from shopping centers), extrapolated in line with the total numberof visitors.",0
"Klpierre tracks its direct greenhouse gas (GHG) emissions in accordance with Scopes 1 & 2 of the GHG Protocol, using both location-and market-based methods.",1
"Not only does this initiative lower costs, but helps to reduce GHG emissions due to a reduction in waste transportation.",0
"Industry frameworks The environmental and societal management system take into account the recommendations included in the leading industry and/ or international frameworks, namely: Global Reporting Initiative (GRI) Standards; European Public Real Estate Association (EPRA) Sustainability Best Practices Recommendations; French Council of Shopping Centers (Conseil national des centres commerciaux CNCC) CSR industry reporting guide/Non-financial performance statement; United Nations (UN) Sustainable Development Goals (SDGs); Taskforce on Climate-related Financial Disclosures (TCFD); Sustainability Accounting Standards Board (SASB).",1
Real Estate Standards and with the Task Force on Climate-related Financial Disclosures (TCFD).,0
SDG 13 13 7 9 9 1 8 17 GOAL Net zero and GHG Emissions.,0
Reduce Scope 1 and 2 GHG 21% from a 2016 baseline by 2025.,1
Reduce Scope 3 GHG 15% from a 2016 baseline by 2025.,1
Achieve 100% carbon neutral construction by 2025 On track Offset 20% of the estimated GHG emissions from projects that completed construction in 2021.,0
It includes several interim targets: 1 GW of solar generation capacity (supported by storage) by 2025 Carbon neutral construction by 2025 Net zero for operations by 2030 We have submitted a letter of commitment regarding its net zero goal to the Science Based Target initiative (SBTi) for validation.,1
"The tool uses data from a leading global reinsurer, including a range of natural hazard factors and three GHG emissions trajectories.",0
More information on our approach to climate risk management can be found in our TCFD disclosure.,0
Additional detail on our approach to climate risk is in Sustainable Logistics and in our TCFD disclosure.,0
"We can optimize energy use and minimize greenhouse gas (GHG) emissions by: Operating buildings more efficiently (electrification, LED lighting, cool roofs) Generating and delivering renewable energy to our customers to support their operations, including their use of EVs Pursuing sustainable building certifications for all new developments and redevelopments.",0
"As part of our increased focus on data, we are reviewing our GHG emissions methodology and data systems to create better visibility into reduction opportunities as our business both grows and decarbonizes.",1
"In 2021, we purchased offsets for approximately 20% (~240,000 metric tons of CO2e) of our 2021 construction-related GHG emissions.",0
"PEOPLE RESILIENT COMMUNITIES APPENDIX SASB Disclosure Prologis supports the mission of the Sustainability Accounting Standards Board (SASB), which creates industry-specific sustainability accounting standards that help companies disclose financially material, decision-useful environmental, social and governance (ESG) information to investors.",1
This is the fourth year that Prologis is disclosing data using SASBs 2018 Real Estate Standard.,1
"PEOPLE RESILIENT COMMUNITIES APPENDIX 2021 TCFD Disclosure Prologis approach to identifying and managing climate-related risks and opportunities in line with the recommendation of the Taskforce on Climate-related Financial Disclosure (TCFD) encompasses: Dynamic risk management strategy focused on resiliency Evaluating physical climate risk exposure at the asset level using science-based climate scenarios Following a Science Based Target (SBT) for determining greenhouse gas (GHG) emissions reduction targets across scope 1, 2 and 3 emissions Prologis has an established track record of ensuring its portfolio remains resilient for its customers and stakeholders.",1
"Other components include being a listed TCFD supporter, TCFD-aligned public disclosures, engagement from our executive team and board members in evaluating climate-related risks through briefings by the ESG and Risk Management groups, and a robust program to track our efforts through metrics and targets, including our approved SBT.",1
"Our updated SBT will guide our transition to a low-carbon future by reducing GHG emissions across our operations, portfolio of assets and throughout our value chain.",0
Our approach Risk management TCFD OUR BUSINESS About Swire Pacific Swire Pacific is a Hong Kong-based international conglomerate with a diversified portfolio of market leading businesses.,0
Our approach Risk management TCFD Sustainable finance Linking ESG performance metrics to our financing mechanisms demonstrates that we are serious about being a sustainable business.,0
"The SDO coordinates the SGEC and five working groups responsible for defining our climate, waste, water and sustainable supply chain approaches and our response to the Task Force on Climate-related Financial Disclosures (TCFD).",0
Our approach Risk management TCFD Policy review process Indices and rankings We regularly review our policies relating to sustainability.,0
"Our approach Risk management TCFD OUR BUSINESS Risk management About the GRMC Enterprise risk management The GRMC provides oversight on all the risks to which the Group is exposed, except for those expressly covered by the Finance Committee.",0
Our approach Risk management TCFD OUR BUSINESS Task force on climate-related financial disclosures Swire Pacific supports the recommendations of the Financial Stability Boards Task Force on Climate-related Financial Disclosures (TCFD) and started producing annual disclosures that consider these recommendations in 2018.,1
"The following statement, structured in line with the recommended disclosures of the TCFD, details the risks and opportunities presented by climate change, their implications for our businesses and actions we are taking to respond.",1
"Our approach Risk management TCFD Describe the impact of climate-related risks and opportunities on the organisations businesses, strategy, and financial planning.",0
"Our approach Risk management TCFD For Swire Pacific, MAAL is calculated using the insured value of each asset.",0
"Our approach Risk management TCFD Investments Due to the high levels of associated emissions in our aviation investments, we have included a summary of their potential climate-related risks.",0
Our approach Risk management TCFD Risk Management Describe the organisations processes for identifying and assessing climate-related risks.,0
"In 2022, via the Climate and TCFD working groups we are working with a consultancy to incorporate the results from the Climanomics assessment into a broader climate scenario analysis.",0
"The metrics used by our operating companies can be found in their own sustainability reports Disclose Scope 1, Scope 2, and, if appropriate, Scope 3 GHG emissions, and the related risks.",1
Reducing GHG emissions Our ambition is to achieve net zero emissions by 2050.,0
But our priority is to reduce our absolute GHG emissions as much as we can first.,0
"Group performance: Scope 1 and 2 emissions The Group generated 683 thousand tonnes of GHG emissions in 2021, a 12% decrease from 2020.",1
"Despite using more energy overall, Swire Coca-Cola and Swire Properties reduced their absolute GHG emissions by 4% and 8% respectively.",0
Electricity consumption is our largest source of GHG emissions.,0
"At 31 Dec 2021 Cathay Pacific Group 45% 2021 6,060 2020 7,589 2021 2,727 2020 3,415 % change-20% Scope 3 emissions The majority of our GHG emissions occur outside our direct operations.",1
"Swire Pacific has a significant interest in Cathay Pacific, and accounts for a proportion of its GHG emissions under our scope 3.",1
Swire Pacific Offshore is committed to reducing its emissions in line with the International Maritime Organisation (IMO) target of at least a 50% reduction in GHG emissions by 2050 compared with 2008.,0
"A TCFD working group comprising sustainability, finance and risk team members was formed in 2020.",0
"It is developing Group disclosure guidelines, reviewing information about risks and determining a timeline for full disclosure to TCFD.",1
See the TCFD section for more information.,0
This assessment will help us to align our climate change disclosures with the recommendations of TCFD.,0
We will strengthen our TCFD reporting and will map our scope 3 emissions.,1
We refer to the Task Force on Climate-related Financial Disclosures (TCFD) and the GHG Protocol.,1
We account for a proportion of the Cathay Pacific Groups total GHG emissions under the Groups scope 3 emissions.,1
"Introduction Our business SwireTHRIVE About our report Other ESG disclosures Appendices Performance data External initiatives, charters and memberships GRI / HKEX table Glossary S T W SBTi Science Based Targets initiative.",0
Our reporting takes the recommendations of the Task Force on Climate-related Financial Disclosures (TCFD) into account.,1
"The TCFD has published recommenda-tions for use by companies to help them report transpar-ently on climate risks and opportunities as part of their , which remain voluntary, focus on four core areas: govern-ance, strategy, risk management, and metrics and targets.",0
The TCFD recommendations have been a part of the CDP questionnaire since 2018.,0
"The detailed TCFD Index in the Appendix provides the companys essential information related to climate change in line with the TCFD recommendations, as well as refer-encing further details in the CDP questionnaire.",1
These references are consistent with Table 1: CDP questions are aligned with TCFD recommendations in Section 3 of the official TCFD report CDP Technical Note on the TCFD Disclosing in line with the TCFDs Recommendations in 2019.,0
Market-based emissions in accordance with GHG Protocol Scope 2 Guidance.,1
"According to the TCFD, climate-related risks can be divided into two major categories.",1
"For calculation of the scope 2 CO2 emis-sions calculation, the market-based methodology is used in accordance with GHG Protocol Scope 2 Guidance issued by the World Resources Institute.",1
All (100 percent) of Fords 2019 global facility GHG emissions will be third-party verified to a limited level of assurance in conformance with ISO -1:2018.,0
Our responsibility for reducing GHG emissions starts withthe use of our vehicles.,0
"We are working to develop targets approved by the Science Based Targets initiative (SBTi) for Scope 1, Scope 2 and Scope 3 (use of sold products).",1
We are pursuing vehicle-use CO2 targets consistent with carbon neutrality and the SBTi.,1
"In an effort to increase transparency about the resiliency of our climate change strategies, weve produced our second Climate Change Scenario Report in response to the recommendations of the Task Force on Climate-related Financial Disclosures (TCFD), to which we are now formally committed.",1
"At the event, Bob Holycross, Vice President, Chief Sustainability, Environment and Safety Officer, spoke about Fords vision for a more sustainable future, including our GHG framework with California.",0
GHG (CO2EQ) SAVINGS VS.,0
"To achieve our current target an 18 percent absolute reduction in operational GHG footprint by our Plant Energy Team focuses our efforts on securing a reliable supply of energy for our manufacturing plants, making those facilities more efficient and collecting, storing and managing data and analytics.",0
"We report our GHG emissions, participate in emissions trading schemes and adhere to a number of carbon reduction initiatives in the United States, Mexico, Canada, Brazil and other countries.",0
"We achieved our previous GHG emissions target eight years early, through initiatives such as installing LED lights and updating our painting operations.",0
Verification data is not yet available for Fords 2019 global facility greenhouse gas (GHG) emissions.,0
"As completed for 2018, 100 percent of Fords 2019 GHG emissions from our operations will be third-party verified to a limited level of assurance in accordance with ISO -3.",0
We have targets approved by SBTi as well as internal targets with our suppliers.,1
Our responsibility for reducing GHG emissions starts with the use of our vehicles.,0
These targets do not include offsets and are strictly GHG reduction targets.,0
"How We Developed Our Current Approach For over a decade, we have used climate science-based GHG pathways for our light-duty vehicles (LDVs) and operations.",0
We used the SBTi modeling tools to set our targets.,1
"Our 2035 well-below 2C vehicle GHG targets for LDVs, light commercial vehicles (LCVs) and medium-and heavy-duty vehicles (MHDVs) are calculated using the SBTi Sectoral Decarbonization Approach modeling tool.",1
These targets have been approved by SBTi.,1
"As these factors change, and as climate science develops, we will further refine and adjust our science-based GHG targets.",0
Our vehicle development plans are aligned with our metrics for reducing GHG emissions.,0
"In an effort to increase transparency about the resiliency of our climate change strategies, in 2020 we produced our second Climate Change Scenario Report in response to the recommendations of the Task Force on Climate-related Financial Disclosures (TCFD), to which we have formally committed.",1
"See our TCFD Index for more information Voluntary Framework Agreement with California We are working to accelerate the transition through advocacy and deep decarbonization of our value chain, including battery electric vehicles (BEVs), switching to renewable electricity and working with our customers and suppliers to reduce their emissions.",0
"We have been recognized for our leadership in negotiating the agreement, and in standing for Californias right to regulate GHGs and zero-emission vehicles (ZEVs).",0
"In terms of GHG impact, the use of products is the main source of vehicle emissions.",0
"Our emissions calculation methodology was updated in 2020 to follow the GHG Protocol and now represents on-road well-to-wheels CO2e over a 241,000 km lifetime.",1
"Compared to conventional gasoline (E10) vehicles, GHG emissions are about 15 percent lower for diesel and compressed natural gas (CNG) vehicles, 25 percent lower for B20 (20 percent biodiesel blend) and 30 percent lower for E85 (85 percent ethanol from corn).",0
"We achieved our previous GHG emissions target eight years early, through initiatives such as installing LED lights and updating our painting operations.",0
"To better understand our suppliers GHG emissions and water use, we survey a selection of them every year using the CDP Supply Chain programs Climate Change and Water Security questionnaires.",0
"Our Scope 3 product footprint, which consists of our supply chain impacts, use of vehicles produced and management of vehicles end-of-life, amounts to 94 percent of GMs total GHG emissions for 2019.",1
"Scientists tell us that we have about 10 years to sharply reduce global GHG emissions, and achieving that will take significant work that needs to begin now.",0
Reporting to frameworks including SASB and TCFD.,1
"Presentation of Content GM used the GHG Protocol Corporate Accounting and Reporting Standard, published by WBCSD and WRI as a basis for our methodology for publicly reporting GHG.",1
"TCFD The Financial Stability Board Task Force on Climate-related Financial Disclosures (TCFD) has developed a voluntary, consistent, climate-related financial risk disclosure for use by companies in providing information to investors, lenders, insurers and other stakeholders.",1
The TCFD framework rests on four main tenets.,1
We continue to use the information gained from this program to more accurately measure our indirect GHG emissions and water impact and prioritize our climate change risk and water security management within the GM supply chain.,
CLIMATE CHANGE MANAGEMENT General Motors takes the challenge of climate change seriously and recognizes the role of the transportation sector in contributing to global greenhouse gas (GHG) emissions.,
We are committed to transparent disclosure of our GHG emissions and actions we are taking to reduce them globally.,
SUPPLIER RESPONSIBILITY KEY TAKEAWAYS Life cycle analysis reveals that GMs GHG impact is nine times greater in our supply chain than in our own operations which makes working with suppliers essential to achieving our zero-emissions vision.,
"As an example, LCA reveals that greenhouse gas (GHG) impact is eight times greater in our supply chain than in our own operations.",
"By working with suppliers to reduce their own GHG emissions, we are able to reduce our overall impact.",
Our largest GHG impact occurs among Tier II suppliers.,
"Total GHG emissions avoided is 3,127,505 metric tons.",
"GRI Content Index GENERAL DISCLOSURES Disclosure Number GRI 305: Emissions (continued) 305-2 Description Energy indirect (Scope 2) GHG emissions 305-3 Other indirect (Scope 3) GHG emissions 305-4 GHG emissions intensity 305-5 Reduction of GHG emissions 305-6 Emissions of ozone-depleting substances (ODS) 305-7 Nitrogen oxides (NOX), sulfur oxides (SOX), and other significant air emissions GRI 306: Effluents and Waste 103-1 Explanation of the material topic and its Boundary The management approach and its components Evaluation of the management approach Water discharge by quality and destination 103-2 103-3 306-1 Reference/Response Baseline year 2010, which was the first full year of operation as the new General Motors Corporation, and includes all facilities under GM operational control.",
"Reporting is based on GHG Protocol, and the source of emission factors is regulatory or IPCC.",
"Reporting is based on GHG Protocol, and the source of emission factors is regulatory or IPCC.",
"All top risks, including climate-related risks, such as increased and more stringent greenhouse gas (GHG) emission regulations, have approved mitigation plans and are reviewed regularly by the Senior Leadership Team (SLT) and the Board.",
General Motors takes the challenge of climate change seriously and recognizes the role of the transportation sector in contributing to GHG emissions.,
"Per TCFD guidelines, risks are categorized as transition risks or physical risks.",
"Publicly disclosing environmental performance through reporting frameworks such as GRI, SASB and CDP, in addition to TCFD.",
The objective of the verification was to assess whether the GHG and sustainability data assertions (as presented in Table 1) for GMs 2019 operations are accurately prepared in accordance with appropriate criteria.,
"A subset of these facilities have been excluded from the GHG and sustainability data assertions due to unavailability of data, and a list of these excluded facilities has been provided to Stantec and included in the detailed verification report for transparency.",
GHG and Sustainability Data Assertions The GHG and sustainability data assertions are provided in Table 1.,
"Verification Opinion Based on the processes and procedures completed, there is no evidence that GMs stated GHG and sustainability data assertions for the 2019 calendar year are not, in all material respects, fairly stated in accordance with the criteria noted herein.",
Stantec has assessed the 2019 GHG and sustainability data assertions for GM Global Facilities using reasonably ascertainable information.,
Stantec did not conduct direct GHG emissions monitoring or other environmental sampling and analysis in conjunction with this verification statement.,
The objective of the verification was to assess whether the GHG and sustainability data assertions (as presented in Table 1) for GMs 2018 operations are accurately prepared in accordance with appropriate criteria.,
"A subset of these facilities have been excluded from the GHG and sustainability data assertions due to unavailability of data, and a list of these excluded facilities has been provided to Stantec and included in the detailed verification report for transparency.",
GHG and Sustainability Data Assertions The GHG and sustainability data assertions are provided in Table 1.,
"Other Indirect GHG Emissions and Energy Use: Purchased goods & services (Category 1) Capital goods (Category 2) Upstream transportation (Category 4) Downstream transportation (Category 9) GRI 305-3 Total Scope 3 GHG emissions (Categories 1, 2, 4 and 9) Verification Criteria Stantec has conducted sufficient and appropriate procedures to express a limited level of assurance opinion as to whether the GHG and sustainability data assertions for 2018 as quantified by GM satisfy the requirements of the following criteria: ISO Greenhouses Gases Part 1: Specification with guidance at the organization level for quantification and reporting of greenhouse gas emissions and removals, 2006; World Resources Institute (WRI)/World Business Council for Sustainable Development (WBCSD), The Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (Revised Edition), March 2004; WRI/WBCSD, Greenhouse Gas Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard; CDP Guidance for the 2018 reporting year (CDP Guidance); and GRI Sustainability Reporting Guidelines (2011).",
"Verification Opinion Based on the processes and procedures completed, there is no evidence that GMs stated GHG and sustainability data Scope 3 (Categories 1, 2, 4 and 9) assertions for the 2018 calendar year are not, in all material respects, fairly stated in accordance with the criteria noted herein.",
"Stantec has assessed the 2019 2018 GHG and sustainability data Scope 3 (Categories 1, 2, 4 and 9) assertions for GM Global Facilities using reasonably ascertainable information.",
Stantec did not conduct direct GHG emissions monitoring or other environmental sampling and analysis in conjunction with this verification statement.,
"ACHIEVE SCIENCE-BASED TARGETS FOR SCOPE 1, 2 AND 3 EMISSIONS General Motors commits to reduce absolute Scope 1 and 2 GHG emissions 72% by 2035 from a 2018 base year.",
General Motors commits to reduce Scope 3 GHG emissions from use of sold products of light-duty vehicles 51% per vehicle kilometer by 2035 from a 2018 base year.,
Reporting to frameworks including SASB and TCFD.,
"Presentation of Content GM used the GHG Protocol Corporate Accounting and Reporting Standard, published by WBCSD and WRI, as a basis for our methodology for publicly reporting GHG.",
"TCFD The Financial Stability Board Task Force on Climate-related Financial Disclosures (TCFD) has developed a voluntary, consistent, climate-related financial risk disclosure for use by companies in providing information to investors, lenders, insurers and other stakeholders.",
The TCFD framework rests on four main tenets.,
We continue to use the information gained from this program to more accurately measure our indirect GHG emissions and water impact and prioritize our climate change risk and water security management within the GM supply chain.,
Energy Reduction/Efficiency Conservation initiatives in GM facilities to reduce energy use and GHG emissions.,
"Our plans to achieve carbon neutrality are aligned with the Science Based Targets (SBTi) consortium of organizations that include CDP, the World Wide Fund for Nature, the World Resources Institute and the UN Global Compact.",
Environmental Impact by Vehicle Component 2%GLASS 19%INTERIOR 12%SEATS 32%POWERTRAIN 30%BODY GHG Impact by Tier 34% 24% 19% 1 2 3 Our largest GHG impact occurs among Tier II suppliers.,
"Reporting is based on GHG Protocol, and the source of emission factors is regulatory or IPCC.",
"Reporting is based on GHG Protocol, and the source of emission factors is regulatory or IPCC.",
"All top risks, including climate-related risks, such as increased and more stringent greenhouse gas (GHG) emission regulations, have approved mitigation plans and are reviewed regularly by Senior Leadership Team (SLT) and the Board.",
"Per TCFD guidelines, risks are categorized as transition risks or physical risks.",
We have utilized scenario-planning as a tool to help us assess climate-related risks in alignment with the guidance developed by TCFD.,
"Publicly disclosing environmental performance through reporting frameworks such as GRI, SASB and CDP, in addition to TCFD.",
The objective of the verification was to assess whether the GHG and sustainability data assertions (as presented in Table 1) for GMs 2020 operations are accurately prepared in accordance with appropriate criteria.,
Stantec has assessed the 2020 GHG and sustainability data assertions for GM Global Facilities using reasonably ascertainable information.,
Stantec did not conduct direct GHG emissions monitoring or other environmental sampling and analysis in conjunction with this verification report.,
The objective of the verification was to assess whether the select Scope 3 GHG assertions (as presented in Table 1) for GMs 2019 operations are accurately prepared in accordance with appropriate criteria.,
"Verification Opinion Based on the processes and procedures completed, there is no evidence that GMs stated GHG and sustainability data assertions for the 2019 calendar year are not, in all material respects, fairly stated in accordance with the criteria noted herein.",
Stantec has assessed the 2019 select Scope 3 GHG assertions for GM Global Facilities using reasonably ascertainable information.,
Stantec did not conduct direct GHG emissions monitoring or other environmental sampling and analysis in conjunction with this verification report.,
This report has been prepared according to Global Reporting Initiative (GRI) Standards: Comprehensive Option and includes responses to the Sustainability Accounting Standards Board (SASB) frameworkTransportation Standards and the Financial Stability Board Task Force on Climate-related Financial Disclosures (TCFD).,
We annually contract an independent third-party verification of a selection of greenhouse gas (GHG) and certain sustainability data assertions for our global operations.,
Committing to SBTi approved targets that include reducing absolute Scope 1 and 2 GHG emissions 72% by 2035 from a 2018 base year and Scope 3 GHG emissions from use of sold products of light-duty vehicles 51% per vehicle kilometer by 2035 from a 2018 base year.,
Achieve approved Science Based Target initiative (SBTi) targets for operations and products.,
"Aligned with the SBTi for Scope 3, use of sold products.",
The SBTi standards require well-to-wheel (from fuel production to vehicle driving) for vehicle CO2 intensity (gCO2/km) calculations.,
"Going forward, GM will use the SBTi standards in calculating vehicle CO2 intensity.",
The SBTi standards require well-to-wheel (from fuel production to vehicle driving) for vehicle CO2 intensity (gCO2e/km) calculations.,
"Going forward, GM will use the SBTi standards in calculating vehicle CO2 intensity.",
"In addition to our Science-Based Target goal for GHG emissions, GM expanded our energy intensity goal for operations to 2035 with a 35% reduction from a 2010 baseline.",
"In 2021, the SBTi assessed GMs official submission against the Call to Actions eligibility criteria.",
"The GHG emissions equivalent of 125,963 homes energy use annually.",
"In our supply chain, the largest GHG and water impacts occur among Tier II suppliers.",
Supplier GHG Impact by Vehicle Component1 GLASS 1% BODY 28% POWERTRAIN 35% TIRES & WHEELS 6% 2021 SUSTAINABILITY REPORT 89 1 GHG Data is for calendar year 2020 and represents our most recent analysis.,
"Securing an A-Rating on the CDP Japan 500 Climate Change Report 2018 In January 2019, CDP released the results of a survey on climate change initiatives and reduction of GHG emissions for 5,000 major companies worldwide.",
"In North America, Honda conducts credit trading with the portion exceeding the amount set forth in GHG and Corporate Average Fuel Economy (CAFE) laws and regulations and is working efficiently to reduce GHG while keeping an eye on the impact of this on business.",
